Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area^2,City,Price(�),Location,Type of Property
"Available In Ashoktala , A 1400 Sq.Ft Apartment For Sale, Near Ranir Bazar Jame Masjid",3,3,4,Vacant,1400,Cumilla,"32,739","Nazrul Avenue, Ashoktala",Apartment
"Buy This Nice Flat Of 1265 Sq Ft, Which Is Located At Diabetic Hospital Road, Bagichagaon",3,3,8,Vacant,1265,Cumilla,"33,808","West Bagichagoun, Bagichagaon",Flat
Well Defined And Nice Living Space Of 1500 Sq Ft Is Up For Sale In North Bagichagaon Close To Bagichagaon Jame Masjid,3,3,9,Vacant,1500,Cumilla,"40,088","North Bagichagaon, Bagichagaon",Not Specified
Office For Sale In Jhautola Close To Jhautola Jame Masjid,,,1,Vacant,1000,Cumilla,"33,407","Shaheed Shamsul Haque Sarak, Jhautola",Office Space
Visit this apartment for sale of 1316 SQ FT in Manoharpur near Comilla Victoria Government College,3,3,9,Vacant,1316,Cumilla,"37,809","Manoharpur, Kandirpar",Apartment
"Start Your New Home, In This Reasonable And Comfortable 1380 Sq.Ft Flat Which Is Up For Sale In North Bagichagaon, Nearby Bagichagaon Govt. Primary School.",3,3,6,Vacant,1380,Cumilla,"35,037","North Bagichagaon, Bagichagaon",Flat
A Ready 1470 Sq.ft Apartment For Sale In North Bagichagaon Near Bagichagaon Govt. Primary School,3,3,6,Vacant,1470,Cumilla,"37,322","North Bagichagaon, Bagichagaon",Apartment
Check This Cozy And Nice 1470 Sq Ft Flat Just What You Are Looking For In A Home At North Bagichagaon Is Up To Sale,3,3,6,Vacant,1470,Cumilla,"37,322","North Bagichagaon, Bagichagaon",Flat
Check This Apartment Up For sale At West Bagichagoun Near Diabetic Hospital.,3,3,7,Vacant,1265,Cumilla,"34,653","West Bagichagoun, Bagichagaon",Apartment
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2,2,7,Vacant,1020,Cumilla,"27,260","Shah Shuja Mosque Road, Moghultoli",Flat
Sophisticated Style! This 3 Bedroom Flat For Sale In Ashoktala Is All About It .,3,2,8,Vacant,1100,Cumilla,"29,398","Nazrul Avenue, Ashoktala",Flat
For Selling Purpose This 1358 Sq.Ft Flat Is Now Vacant In Thakur Para Near To Thakurpara Jame Masjid,3,3,6,Vacant,1358,Cumilla,"34,476","South Thakur Para, Thakur Para",Flat
"See, This 1470 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In North Bagichagaon",3,3,7,Vacant,1470,Cumilla,"37,349","North Bagichagaon, Bagichagaon",Apartment
"1220 Square Feet Flat For Sale In Kandirpar With A Nice Neighborhood, To Relax By",3,3,9,Vacant,1220,Cumilla,"30,975","AK Fazlul Haq Road, Kandirpar",Flat
"A 1330 Sq Ft Residential Apartment For Sale At Sadar Hospital Road, Monohorpur",3,3,1,Vacant,1330,Cumilla,"35,545","Sadar Hospital Road, Monohorpur",Apartment
For Selling Purpose This 1080 Sq.Ft Flat Is Now Available In South Thakur Para Nearby Thakurpara Jame Masjid,2,2,6,Vacant,1080,Cumilla,"25,389","South Thakur Para, Thakur Para",Flat
"Start Residing In This 1450 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3,3,7,Vacant,1450,Cumilla,"36,814","North Bagichagaon, Bagichagaon",Apartment
"To Live A Secure Life You Can Take This 1028 Sq Ft Flat For Sale At Munsef Bari Road, Kandirpar",3,3,9,Vacant,1028,Cumilla,"34,075","Manoharpur, Kandirpar",Flat
"915 Sq Ft Flat Is Available For Sale In Kandirpar, Manoharpur",2,2,6,Vacant,915,Cumilla,"31,402","Manoharpur, Kandirpar",Flat
"1239 Sq Ft Convenient Apartment Is Here Ready For Sale In Women Collage Road, Kandirpar",3,3,2,Vacant,1239,Cumilla,"44,765","Manoharpur, Kandirpar",Apartment
"Grab This 1260 Sq Ft Flat Available For Sale In Thakur Para, Madina Masjid Road",3,2,8,Vacant,1260,Cumilla,"45,433","Madina Masjid Road, Thakur Para",Flat
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1050 Sq Ft Space In Madina Masjid Road, Thakur Para",3,2,7,Vacant,1050,Cumilla,"36,748","Madina Masjid Road, Thakur Para",Flat
"The Vacant 1100 Sq Ft Flat For sale Comes With Superb Apartment Facilities And That Is Within Your Affordability At Madina Masjid Road, Thakur Para",3,2,7,Vacant,1100,Cumilla,"40,088","Madina Masjid Road, Thakur Para",Apartment
"This 1050 SQ Ft apartment up for sale in Bagichagaon, near XTREME ZONE",,,,,,Cumilla,"28,095",Bagichagaon,Apartment
Flat For Sale Covering A Beautiful Area In Ashoktala Nearby Ashoktala Jame Masjid.,,,,,,Cumilla,"42,761","Nazrul Avenue, Ashoktala",Flat
A Lucrative 5000 Sq.ft. Business Space Is Up For Sale In The Great Location Of Jhautola Near To Medi Hospital (pvt) Ltd,,,,,,Cumilla,"334,068","Shaheed Shamsul Haque Sarak, Jhautola",Not Specified
Covering With 1500 Sq Ft Space A Flat Is Up For Sale In Bagichagaon Close To Bagichagaon Jame Masjid,3,3,11,Vacant,1500,Cumilla,"40,088","North Bagichagaon, Bagichagaon",Flat
Nice Flat Of 1550 Square Feet Is Up For Sale In Jhautola,3,3,12,Vacant,1550,Cumilla,"43,496","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
We Are Offering This Family Friendly Apartment Of 1500 Sq Ft For Sale In Jhautola,3,3,6,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
Lovely apartment up for sale spanning over 1410 SQ. FT. located on Jhautola near to Mercantile Bank Limited is waiting for you to make it home!,,,,,,Cumilla,"37,696","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
Jhautola Is Giving You A 1500 Square Feet Flat For Sale,3,3,8,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
Buy This Amazing 1547 Sq Ft Flat At Jhautola,3,3,8,Vacant,1547,Cumilla,"46,536","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
1415 Square Feet Flat Is Up For Sale In Mogbari Choumohoni,3,3,3,Vacant,1415,Cumilla,"37,817","Mogbari Choumohoni, Chotora",Flat
With An Awesome Environment This 1390 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3,3,9,Vacant,1390,Cumilla,"37,148","North Bagichagaon, Bagichagaon",Flat
This 1500 Sq.Ft Convenient Flat Is For Sale Beside To Jhawtola Central Jame Mosque.,3,3,6,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
"Start Residing In This 1390 Sq Ft, Properly Developed Apartment For Sale, In Bagichagaon",3,3,7,Vacant,1390,Cumilla,"35,291","North Bagichagaon, Bagichagaon",Apartment
A Comfortable And Convenient 1415 Sq.Ft House Is For Sale At Mogbari Choumohoni,3,3,2,Vacant,1415,Cumilla,"37,850","Mogbari Choumohoni, Chotora",House
A Comfortable And Convenient 1470 Sq.ft House Is For Sale At North Bagichagaon Close To Bagichagaon Govt. Primary School.,3,3,8,Vacant,1470,Cumilla,"39,286","North Bagichagaon, Bagichagaon",House
"A Contemporary Cozy Flat Of 1350 Sq Ft Is Up For Sale Is Situated In Rammala Road, South Thakur Para",3,3,8,Vacant,1350,Cumilla,"48,774","South Thakur Para, Thakur Para",Flat
Lovely Apartment Of 1327 Sq Ft Is Up For Sale In Thakur Para,3,3,8,Vacant,1327,Cumilla,"46,101","Baganbari Road, Thakur Para",Apartment
"To Live A Secure Life You Can Take This 1151 Sq Ft Flat For Sale At Baganbari Road, Thakur Para",3,2,7,Vacant,1151,Cumilla,"40,088","Baganbari Road, Thakur Para",Flat
Verify This 1180 Sq Ft Flat Available For Sale In Thakur Para,3,2,8,Vacant,1180,Cumilla,"42,761","Madina Masjid Road, Thakur Para",Flat
Fulfill Your Desire Of Buying A Nice 1390 Sq Ft Flat In North Bagichagaon,3,3,6,Vacant,1390,Cumilla,"35,291","North Bagichagaon, Bagichagaon",Flat
A 1400 Sq. Ft Apartment Is Vacant For Sale In Ashoktala Near To Ranir Bazar Jame Masjid.,3,3,8,Vacant,1400,Cumilla,"32,739","Nazrul Avenue, Ashoktala",Apartment
"This 1233 SQ Ft apartment ready for sale at Manoharpur, near Comilla Victoria Government College",3,3,9,Vacant,1233,Cumilla,"35,424","Manoharpur, Kandirpar",Apartment
A Decent 1050 Sq Ft Flat Which Is Near To Dutch-bangla Bank Limited Is Now For Sale In Jhautola,2,2,4,Vacant,1050,Cumilla,"28,062","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
We Have A 1300 Sq.ft And 3 Bedroom Flat For Sale In The Location Of North Bagichagaon.,3,3,7,Vacant,1300,Cumilla,"34,743","North Bagichagaon, Bagichagaon",Flat
"Start Residing In This 1300 Sq Ft Properly Developed Flat For sale, In Bagichagaon",3,3,9,Vacant,1300,Cumilla,"33,006","North Bagichagaon, Bagichagaon",Flat
"1445 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3,3,7,Vacant,1445,Cumilla,"38,618","Mogbari Choumohoni, Chotora",Apartment
Check This 1415 Square Feet Flat In Mogbari Choumohoni For Sale Which Is Ready To Move In,3,3,5,Vacant,1415,Cumilla,"37,750","Mogbari Choumohoni, Chotora",Flat
A 1470 Sq Feet Flat For Sale In North Bagichagaon,3,3,9,Vacant,1470,Cumilla,"39,286","North Bagichagaon, Bagichagaon",Flat
A Nice Flat Of 985 Sq Ft Is Up For Sale In West Bagichagoun,2,2,8,Vacant,985,Cumilla,"26,325","West Bagichagoun, Bagichagaon",Flat
This 1450 Sq Ft Apartment Is Assuring You A Nice Environment To Reside By In North Bagichagaon,3,3,6,Vacant,1450,Cumilla,"36,814","North Bagichagaon, Bagichagaon",Apartment
We Are Happy To Present This Modern 1375 Sq Ft Apartment In North Bagichagaon,3,3,6,Vacant,1375,Cumilla,"35,077","North Bagichagaon, Bagichagaon",Apartment
Establish Your Peace In This Nice 1450 Sq Ft Apartment For Sale At North Bagichagaon,3,3,9,Vacant,1450,Cumilla,"38,752","North Bagichagaon, Bagichagaon",Apartment
Choose Your Destination At 1080 Sq Ft Flat Which Is Available For Sale In Thakur Para Near To Modina Jame Masjid,3,2,6,Vacant,1080,Cumilla,"27,394","Thakur Para Road, Thakur Para",Flat
This 1000 Sq.Ft Flat In West Bagichagoun With A Convenient Price Is Up For Sale,2,2,7,Vacant,1000,Cumilla,"25,389","West Bagichagoun, Bagichagaon",Flat
An Apartment Of 897 Sq.Ft Is Up For Sale In Thakur Para Beside To Thakurpara Jame Masjid,2,2,7,Vacant,897,Cumilla,"20,976","South Thakur Para, Thakur Para",Apartment
Buy This 1358 Sq.Ft Flat At South Thakur Para For The Ideal Urban Lifestyle You Dream About.,3,3,7,Vacant,1358,Cumilla,"31,757","South Thakur Para, Thakur Para",Flat
With An Awesome Environment A 1375 Sq Ft Flat Is Vacant For Sale In North Bagichagaon,3,3,7,Vacant,1375,Cumilla,"34,910","North Bagichagaon, Bagichagaon",Flat
"When Location, And Convenience Is Your Priority This 1415 Sq.Ft Flat Is For You Near Chotora Moddho Para Jame Masjid.",3,3,8,Vacant,1415,Cumilla,"37,817","Mogbari Choumohoni, Chotora",Flat
Evaluate This Amazing 1550 Square Feet Flat Available For Sale In Jhautola,3,3,12,Vacant,1550,Cumilla,"43,462","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
Checkout This 915 Sq Ft Flat Available For Sale In Kandirpar,2,2,7,Vacant,915,Cumilla,"31,402","Manoharpur, Kandirpar",Flat
Get Comfortable In A Flat For Sale In Manoharpur Nearby Comilla Victoria Government College,,,,,,Cumilla,"20,358","Manoharpur, Kandirpar",Flat
"1162 SQ FT apartment is up for sale in Race Course, near Cumilla Markaj Mosjid",,,,,,Cumilla,"27,551","Noor Masjid Road, Race Course",Apartment
A 3 Bedroom And 1547 Sq Ft Flat For Sale Near Jhawtola Central Jame Mosque,3,3,9,Vacant,1547,Cumilla,"41,344","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
View This 1445 Square Feet Flat For Sale In Mogbari Choumohoni,3,3,4,Vacant,1445,Cumilla,"38,585","Mogbari Choumohoni, Chotora",Flat
"1175 Sq Ft Flat For Sale In Manoharpur, With Splendid Features And Price",3,3,7,Vacant,1175,Cumilla,"33,407","Manoharpur, Kandirpar",Flat
"Great Location! Check Out This 1239 Sq Ft Flat For Sale In Women Collage Road, Manoharpur",3,3,11,Vacant,1239,Cumilla,"44,765","Manoharpur, Kandirpar",Flat
"Look At This Nice 750 Sq Ft Flat Is Up For Sale At Talpokur Par, Bagichagaon",2,2,3,Vacant,750,Cumilla,"20,044","Talpokur Par, Bagichagaon",Flat
"1547 Sq Ft Residential Apartment Is Up For Sale At Jhautola, Shahid Khawaja Nizamuddin Road",3,3,13,Vacant,1547,Cumilla,"46,509","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
"This Flat In Shahid Khawaja Nizamuddin Road, Jhautola With A Convenient Price Is Up For Sale",3,3,13,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
Grab This 1550 Square Feet Flat Up For Sale In Jhautola,3,3,11,Vacant,1550,Cumilla,"43,429","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
1550 Sq Feet Flat For Sale In Jhautola,3,3,11,Vacant,1550,Cumilla,"43,496","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
In The Location Of Jhautola An Adequate 3 Bedroom House Is For Sale .,3,3,9,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",House
This 1350 Sq Feet Flat For Sale In Thakurpara Close To Thakurpara Jame Masjid.,3,3,3,Vacant,1350,Cumilla,"34,275","South Thakur Para, Thakur Para",Flat
"Dwell In This Apartment Of 1380 Sq Ft, Perfect For Your Calm Living In North Bagichagaon",3,3,9,Vacant,1380,Cumilla,"36,881","North Bagichagaon, Bagichagaon",Apartment
Well Defined And Nice Living Space Of 1390 Sq Ft Is Up For Sale In North Bagichagaon,3,3,8,Vacant,1390,Cumilla,"37,148","North Bagichagaon, Bagichagaon",Not Specified
See This Nicely Planned 1200 Sq Ft Flat Which Is Up For Sale In Jhautola Nearby Medi Hospital Private Ltd..,3,3,7,Vacant,1200,Cumilla,"31,736","Shaheed Shamsul Haque Sarak, Jhautola",Flat
Emanate Your Knack For Gardening By Selling This 1470 Sq.Ft Flat At North Bagichagaon With Massive Balconies,3,3,11,Vacant,1470,Cumilla,"37,322","North Bagichagaon, Bagichagaon",Flat
1400 Sq. Ft. Flat In Race Course Is Up For Sale Near Racecourse Cemetry,3,3,2,Vacant,1400,Cumilla,"35,545","North Race Course, Race Course",Flat
Get Ready For Your Countless Peaceful Days With This 1350 Sq Ft Flat At South Thakur Para Is Up To Sale,3,3,4,Vacant,1350,Cumilla,"31,569","South Thakur Para, Thakur Para",Flat
"With An Awesome Environment A 900 Sq Ft Flat Is Vacant For Sale In Rammala Road, South Thakur Para",2,2,6,Vacant,900,Cumilla,"21,046","South Thakur Para, Thakur Para",Flat
"Positioned At Thakur Para, 1350 Sq Ft Residential Apartment Is Quite Accessible For Owning",3,3,5,Vacant,1350,Cumilla,"34,275","South Thakur Para, Thakur Para",Apartment
"3 Bedroom, 3 Bathroom Apartment With A View Is Up For Sale Nearby Jhautola Jame Masjid",3,3,10,Vacant,1547,Cumilla,"39,273","Shahid Khawaja Nizamuddin Road, Jhautola",Apartment
"A 1080 Sq Ft Residential Apartment For Sale At Rammala Road, Thakur Para",2,2,5,Vacant,1080,Cumilla,"25,256","South Thakur Para, Thakur Para",Apartment
Grab This 1550 Square Feet Flat Up For Sale In Jhautola,3,3,11,Vacant,1550,Cumilla,"43,429","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
1550 Sq Feet Flat For Sale In Jhautola,3,3,11,Vacant,1550,Cumilla,"43,496","Shahid Khawaja Nizamuddin Road, Jhautola",Flat
In The Location Of Jhautola An Adequate 3 Bedroom House Is For Sale .,3,3,9,Vacant,1500,Cumilla,"40,088","Shahid Khawaja Nizamuddin Road, Jhautola",House
This 1350 Sq Feet Flat For Sale In Thakurpara Close To Thakurpara Jame Masjid.,3,3,3,Vacant,1350,Cumilla,"34,275","South Thakur Para, Thakur Para",Flat
Fine Flat Is Now For Sale Which Is In Manoharpur Near Janata Bank Limited,3,2,8,Vacant,1025,Cumilla,"36,748","Manoharpur, Kandirpar",Flat
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1200 Sq Ft Space In Monoharpur, Kandirpara",3,3,9,Vacant,1200,Cumilla,"36,748","Manoharpur, Kandirpar",Flat
"Dwell In This Apartment Of 1380 Sq Ft, Perfect For Your Calm Living In North Bagichagaon",3,3,9,Vacant,1380,Cumilla,"36,881","North Bagichagaon, Bagichagaon",Apartment
Well Defined And Nice Living Space Of 1390 Sq Ft Is Up For Sale In North Bagichagaon,3,3,8,Vacant,1390,Cumilla,"37,148","North Bagichagaon, Bagichagaon",Not Specified
"1415 Sq Ft Residential Apartment Is Available For Sale In Chotora, Cumilla",3,3,1,Vacant,1415,Cumilla,"37,817","Mogbari Choumohoni, Chotora",Apartment
1445 Square Feet Nice Flat For Sale In Mogbari Choumohoni,3,3,3,Vacant,1445,Cumilla,"38,652","Mogbari Choumohoni, Chotora",Flat
"Buy This Nice Flat Of 1450 Sq Ft, Which Is Located At North Bagichagaon",3,3,11,Vacant,1450,Cumilla,"39,420","North Bagichagaon, Bagichagaon",Flat
In The Location Of West Bagichagoun An Adequate 985 Sq.Ft House Is For Sale Near By Diabetic Hospital.,2,2,8,Vacant,985,Cumilla,"26,325","West Bagichagoun, Bagichagaon",House
1013 Sq Ft Nice Flat Is Available For Sale In Manoharpur,3,3,7,Vacant,1013,Cumilla,"33,407","Manoharpur, Kandirpar",Flat
"1050 Sq Ft Residential Flat With 2 Bedrooms And Other Features, Is Up For Sale In Moghultoli",2,2,8,Vacant,1050,Cumilla,"28,062","Shah Shuja Mosque Road, Moghultoli",Flat
"1020 Sq Ft Flat Is Available For Sale In Shah Shuja Mosque Road, Moghultoli",2,2,8,Vacant,1020,Cumilla,"27,260","Shah Shuja Mosque Road, Moghultoli",Flat
A Convenient And Well-constructed 1050 Sq.Ft Flat Is For Sale At Moghultoli Very Close To Shah Shuja Mosque,2,2,7,Vacant,1050,Cumilla,"28,062","Shah Shuja Mosque Road, Moghultoli",Flat
"Built With Modern Amenities, Check This 1050 Sq Ft Flat Which Is Up For Sale At Shah Shuja Mosque Road, Moghultoli",2,2,1,Vacant,1050,Cumilla,"29,465","Shah Shuja Mosque Road, Moghultoli",Flat
Covering 1020 Sq Ft Space A Flat Is Up For Sale In Moghultoli Nearby Shah Suja Masjid,2,2,7,Vacant,1020,Cumilla,"27,260","Shah Shuja Mosque Road, Moghultoli",Flat
"In The Location Of Bproperty Village ,Rupganj A Nice Residential Plot Is For Sale.",,,,Vacant,2160,Narayanganj,"22,550","Rupganj, Narayanganj",Plot
A Perfect 5 Katha Residential Plot Is Available For Sale At Purbachal Marine City,,,,Vacant,3600,Narayanganj,"43,429","Rupganj, Narayanganj",Plot
"5 Katha Plot, now for sale in Bproperty Village",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"In The Beautiful Neighborhood In Bproperty Village, Rupganj A 5 Katha Residential Plot Is Up For Sale.",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"Check This 2160 Sq.Ft Residential Plot For Sale Which Is Located At Bproperty Village, Rupganj",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
Have A Look At This Plot Which Is Up For Sale Located At Bproperty Village,,,,Vacant,3600,Narayanganj,"37,583","Rupganj, Narayanganj",Plot
"Check This 5 Katha Nice Plot Is Up For Sale At Narayanganj, Bproperty Village",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"Have A Look At This Plot Which Is Up For Sale Located At Rupganj, Bproperty Village",,,,Vacant,2160,Narayanganj,"22,550","Rupganj, Narayanganj",Plot
3 Katha nice Plot is available for sale in Bproperty Village,,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
"A Plot Which Is Up For Sale In Bproperty Village, Rupganj",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
"A Five Katha Residential Plot Is Available For Sale In Bproperty Village, Narayanganj City.",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"A Plot Which Is Up For Sale In Bproperty Village, Rupganj",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
"A Plot Which Is Up For Sale In Bproperty Village, Narayanganj",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
"This Five Katha Residential Plot Is Now Available For Sale In Narayanganj City, Bproperty Village",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
Invest In This Wonderful Plot In Bproperty Village Which Is Ready For Sale,,,,Vacant,3600,Narayanganj,"37,583","Rupganj, Narayanganj",Plot
"Plot For Sale In Rupganj Narayanganj, Bproperty Village",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"Make This 5 Katha Plot Your Next Residing Location, Which Is Up For Sale In Bproperty Village",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"Nice Residential 5 Katha Plot Can Be Found In Rupganj For Sale, Near Zinda Park",,,,Vacant,3600,Narayanganj,"50,945","Rupganj, Narayanganj",Plot
"Start Your New Home, In This 3 Katha Plot For Sale In Bproperty Village, Rupganj .",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
"A 3 Katha Plot Is Up For Sale In The Beautiful Location Of Rupganj, Bproperty Village, Narayanganj",,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
In The Beautiful Neighborhood In Bproperty Village A Residential Plot For Sale,,,,Vacant,2160,Narayanganj,"30,567","Rupganj, Narayanganj",Plot
