Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area^2,City,Price(�),Location,Type of Property
This 3888 Sq Ft Full Building Is Ready To Sale At Halishahar,7,8,,Vacant,3888,Chattogram,"80,176","38 No. South Middle Halishahar, Halishahar",Not Specified
Luxurious Residential Apartment For Sale Of 2250 Sq Ft At Lal Khan Bazaar,3,3,1,Vacant,2250,Chattogram,"193,760","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
100 Sq Ft Commercial Shop Is Ready For Sale At Reazuddin Bazar,,,,Vacant,100,Chattogram,"25,389","Reazuddin Bazar, 31 No. Alkoron Ward",Commercial Property
This Shop Is Up For Sale In Bandartila Near Bandartila Bus Stop,,,1,Vacant,163,Chattogram,"30,567","39 No. South Halishahar Ward, Halishahar",Commercial Property
"In Halishahar Near Navy Hospital, A 161 Sq. Ft Shop Is Vacant For Sale.",,,1,Vacant,161,Chattogram,"30,233","39 No. South Halishahar Ward, Halishahar",Commercial Property
Take a Look at This 122 Sq Ft shop for sale in Halishahar Near To Halishahar Thana,,,1,Vacant,122,Chattogram,"23,719","39 No. South Halishahar Ward, Halishahar",Commercial Property
Set Up Your New Office In The Busiest Location Of Sheikh Mujib Road As An Office Space Is Prepared To Be Sale Nearby Bangladesh Small &amp; Cottage Industry Corporation.,,,11,Vacant,5525,Chattogram,"479,889","Sheikh Mujib Road, Double Mooring",Office Space
Visit This Apartment For Sale In Halishahar Near Khalpar Mosque,3,3,8,Vacant,1645,Chattogram,"51,657","26 No. North Halishahar Ward, Halishahar",Apartment
"An Apartment Up For Sale Is Located At Halishahar, Near To Halisahar Cantonment Public School &amp; College.",3,2,9,Vacant,1224,Chattogram,"34,075","26 No. North Halishahar Ward, Halishahar",Apartment
"An Apartment Up For Sale Is Located At Lal Khan Bazaar , Near To Lalkhan Bazar Jame Mosjid.",3,3,8,Vacant,1400,Chattogram,"50,110","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Apartment
"This Constructed Flat For Sale In Lal Khan Bazaar , Near By Sun Shine School.",3,3,7,Vacant,1372,Chattogram,"48,106","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",Flat
2000 Sq Ft Apartment Is Ready For Sale At Halishahar Housing Estate,3,3,3,Vacant,2000,Chattogram,"73,495","26 No. North Halishahar Ward, Halishahar",Apartment
Envision Your Living Opportunity In This Apartment Of 2200 Sq Ft With Numerous Notions Of Contemporary Interior,3,3,5,Vacant,2200,Chattogram,"80,845","26 No. North Halishahar Ward, Halishahar",Apartment
View This 2200 Sq Ft Apartment Available For Sale At Halishahar With 3 Beds,3,3,4,Vacant,2200,Chattogram,"80,845","26 No. North Halishahar Ward, Halishahar",Apartment
2000 Sq Ft Flat Is Ready To Sale At Halishahar Housing Estate,3,3,4,Vacant,2000,Chattogram,"73,495","26 No. North Halishahar Ward, Halishahar",Flat
2000 Sq Ft Apartment Is Available For Sale At Halishahar,3,3,1,Vacant,2000,Chattogram,"73,495","26 No. North Halishahar Ward, Halishahar",Apartment
A Finely Built 1428 Sq Ft Flat Is Up For Sale In Halishahar,3,3,5,Vacant,1428,Chattogram,"33,393","Sabujbag, Halishahar",Flat
Flat for Sale in Madarbari close to West Madarbari City Corporation Girls&#039; High School,2,2,3,Vacant,990,Chattogram,"26,458","1 No. Goli, 29 No. West Madarbari Ward",Flat
Visit This Apartment For Sale In Bakalia Near Haji Eqbal Jame Masjid,3,3,9,Vacant,1170,Chattogram,"30,734","17 No West Bakalia Ward, Bakalia",Apartment
115 Sq Ft Commercial Shop Is Up For Sale In Patharghata,,,,Vacant,115,Chattogram,"13,363","Patharghata, Kotwali",Commercial Property
"See This 950 Sq Ft Apartment For Sale Is All Set For You In 12 No. Sarai Para Ward, Double Mooring",2,2,5,Vacant,950,Chattogram,"22,717","12 No. Sarai Para Ward, Double Mooring",Apartment
Buy This Beneficial Shop Area Of 150 Sq Ft In 9 No. North Pahartali Ward,,,4,Vacant,150,Chattogram,"20,044","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Buy This Opportunistic Shop Area Of 115 Sq Ft In 9 No. North Pahartali Ward,,,5,Vacant,115,Chattogram,"26,892","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"For Your Well-done Business A Shop Of 156 Sq Ft Is Ready For Sale In Dhaka Trunk Road, 9 No. North Pahartali Ward",,,4,Vacant,156,Chattogram,"20,846","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"105 Square Feet Commercial Shop For Sale At Dhaka Trunk Road, 9 No. North Pahartali Ward",,,5,Vacant,105,Chattogram,"24,554","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Buy This 110 Sq Ft Property As Your Shop Located At 9 No. North Pahartali Ward,,,5,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
South Khulsi Is Offering A 3699 Sq Ft Flat For Sale To Pick It For Your Next Home.,4,4,9,Vacant,3699,Chattogram,"220,485","South Khulshi, Khulshi",Flat
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2,2,7,Vacant,900,Chattogram,"33,407","Bangladesh Co-operative Housing Society, Bayazid",Flat
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3,3,6,Vacant,1800,Chattogram,"105,726","Sugandha Residential Area, Panchlaish",Flat
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3,4,3,Vacant,1760,Chattogram,"87,660","Nasirabad Housing Society, Muradpur",Apartment
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3,3,8,Vacant,1426,Chattogram,"47,638","26 No. North Halishahar Ward, Halishahar",Apartment
"A 14528 Sq Ft Commercial Space Is Available For Sale Which Is Located In 28 No. Pathantooly Ward, Double Mooring",,,3,Vacant,14528,Chattogram,"2,426,672","28 No. Pathantooly Ward, Double Mooring",Commercial Property
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3,3,3,Vacant,1550,Chattogram,"51,781","25 No. Rampur Ward, Double Mooring",Apartment
9 No. North Pahartali Ward Is Offering You A 115 Sq Ft Commercial Shop Ready For Sale,,,1,Vacant,115,Chattogram,"26,892","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
125 Sq Ft Shop For Sale At 9 No. North Pahartali Ward.,,,1,Vacant,125,Chattogram,"29,231","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",,,,Vacant,125,Chattogram,"25,055","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
112 Sq Ft Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,Vacant,112,Chattogram,"26,191","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"125 Sq Ft Shop For Sale In An Affordable Price, Right In 9 No. North Pahartali Ward",,,,Vacant,125,Chattogram,"25,055","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"Buy This 115 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest In Your Shop Business",,,,Vacant,115,Chattogram,"26,892","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
102 Sq Ft Shop For Sale In A Booming Location Of 9 No. North Pahartali Ward,,,,Vacant,102,Chattogram,"23,852","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,Vacant,110,Chattogram,"25,389","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3,3,4,Vacant,1200,Chattogram,"34,743","Akbarshah Railway Colony, 9 No. North Pahartali Ward",Flat
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3,3,2,Vacant,1200,Chattogram,"40,088","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",Apartment
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,Vacant,129,Chattogram,"21,547","Mohara, 4 No Chandgaon Ward",Commercial Property
"150 Sq Ft Tasteful Shop Area For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4,Vacant,150,Chattogram,"20,044","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
150 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,4,Vacant,150,Chattogram,"20,044","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
125 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3,Vacant,125,Chattogram,"29,231","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
110 Sq Feet Shop Area Is Up For Sale In 9 No. North Pahartali Ward,,,3,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3,3,1,Vacant,1550,Chattogram,"51,781","25 No. Rampur Ward, Double Mooring",Apartment
Buy This 120 Sq Ft Shop In 9 No. North Pahartali Ward,,,3,Vacant,120,Chattogram,"28,062","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
110 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward,,,3,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
This 120 Sq Ft Shop Space For Sale Is Assuring You A Great Business Environment Right In 9 No. North Pahartali Ward,,,3,Vacant,120,Chattogram,"28,062","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,,,2,Vacant,110,Chattogram,"25,723","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
This Shop Space Of 115 Sq Ft Is Lucrative Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2,Vacant,115,Chattogram,"26,892","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3,3,5,Vacant,1428,Chattogram,"33,393","Sabujbag, Halishahar",Apartment
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3,3,4,Vacant,1400,Chattogram,"52,115","Rose Valley Residential Area, 9 No. North Pahartali Ward",Flat
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3,2,5,Vacant,1500,Chattogram,"40,088","24 No. North Agrabad Ward, Double Mooring",Apartment
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3,3,3,Vacant,1135,Chattogram,"25,389","24 No. North Agrabad Ward, Double Mooring",Flat
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3,3,2,Vacant,1300,Chattogram,"47,772","South Agrabad, Double Mooring",Apartment
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3,3,2,Vacant,1550,Chattogram,"62,371","South Agrabad, Double Mooring",Flat
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3,3,1,Vacant,1550,Chattogram,"62,371","South Agrabad, Double Mooring",Apartment
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3,5,1,Vacant,2000,Chattogram,"40,088","24 No. North Agrabad Ward, Double Mooring",Flat
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3,3,9,Vacant,1536,Chattogram,"37,972","Bahaddarhat, 4 No Chandgaon Ward",Apartment
1550 SFT Apartment For Sale In Chandgaon Residential Area,3,3,9,Vacant,1550,Chattogram,"43,429","Chandgaon Residential Area, 4 No Chandgaon Ward",Apartment
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3,3,3,Vacant,1012,Chattogram,"29,398","Port Connecting Road, 11 No. South Kattali Ward",Flat
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3,3,1,Vacant,1200,Chattogram,"40,088","Abdul Hamid Road, Sholokbahar",Not Specified
1994 Sq Ft Ready Apartment To Sale In Panchlaish,3,4,1,Vacant,1994,Chattogram,"100,220","Sugandha Residential Area, Panchlaish",Apartment
An Apartment Of 1610 Sq.ft Is Up To Sale In Nasirabad Housing Society.,3,4,2,Vacant,1610,Chattogram,"70,154","Nasirabad Housing Society, Muradpur",Apartment
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3,3,1,Vacant,1720,Chattogram,"52,649","Abdul Hamid Road, Sholokbahar",Apartment
"A 1524 Sq Ft Apartment Is Ready For Sale In Jalalabad Housing Society, West Khulshi.",3,3,4,Vacant,1524,Chattogram,"63,473","West Khulshi, 9 No. North Pahartali Ward",Apartment
1700 Sq Ft Flat For Sale At 7 No. West Sholoshohor Ward,4,4,7,Vacant,1700,Chattogram,"63,473","Tayab Bag R/A, 7 No. West Sholoshohor Ward",Flat
"Lovely Apartment Of 2150 Sq Ft Is Up For Sale In Zakir Hossain Road, Khulshi",3,4,5,Vacant,2150,Chattogram,"86,858","Zakir Hossain Road, Khulshi",Apartment
1450 Sq Ft Apartment Is Ready For Sale At 18 No. East Bakalia Ward,3,3,7,Vacant,1450,Chattogram,"43,429","18 No. East Bakalia Ward, Bakalia",Apartment
"Buy This 2775 Sq Ft Flat In Muradpur, Nasirabad Housing Society",4,4,9,Vacant,2775,Chattogram,"144,618","Nasirabad Housing Society, Muradpur",Flat
"1650 Sq Ft Ready Comfortable Flat Is For Sale At Uttara Housing Society, Bayazid",3,3,3,Vacant,1650,Chattogram,"44,097","Oxygen, Bayazid",Flat
"Grab This Lovely Flat Of 1500 Sq Ft Is Up For Sale In Bakalia, Chattogram",3,3,5,Vacant,1500,Chattogram,"55,121","Dewan Bazar, Bakalia",Flat
1400 Sq Ft Ready Apartment To Sale In Bakalia,3,3,5,Vacant,1400,Chattogram,"51,447","Dewan Bazar, Bakalia",Apartment
874 Sq Ft Apartment Space Is Available For Sale At 17 No West Bakalia Ward,2,2,6,Vacant,874,Chattogram,"32,071","17 No West Bakalia Ward, Bakalia",Apartment
Grab This 3 Bedroom Apartment Up For Sale At Muradpur Beside Doctors Hospital .,3,3,10,Vacant,1450,Chattogram,"60,132","Mirzapul Road, Muradpur",Apartment
Verify This 1520 Sq Ft Apartment For Sale At East Nasirabad,3,3,7,Vacant,1520,Chattogram,"66,814","Al-Falah Housing Society, East Nasirabad",Apartment
This 1520 Sq Ft Apartment Is Up For Sale At East Nasirabad,3,3,1,Vacant,1520,Chattogram,"66,814","Al-Falah Housing Society, East Nasirabad",Apartment
Buy This 1425 Sq Ft Ready Apartment In 22 No. Enayet Bazaar Ward,3,3,6,Vacant,1425,Chattogram,"57,126","Jubilee Road, 22 No. Enayet Bazaar Ward",Apartment
A Nice Flat With Three Bedroom Is Up For Sale In Nasirabad Housing Society,3,4,1,Vacant,1900,Chattogram,"95,209","Nasirabad Housing Society, Muradpur",Flat
1200 Sq Ft Residential Apartment Is On Sale In Bayazid.,3,3,7,Vacant,1200,Chattogram,"33,407","Raufabad Residential Area, Bayazid",Apartment
Well Organized Flat Of 864 Sq Ft Is Now Ready For Sale In 17 No. West Bakalia Ward,2,2,5,Vacant,864,Chattogram,"32,071","17 No West Bakalia Ward, Bakalia",Flat
Get Ready To Buy This 874 Sq Ft Apartment Located In 17 No. West Bakalia Ward,2,2,5,Vacant,874,Chattogram,"32,071","17 No West Bakalia Ward, Bakalia",Apartment
Well Built And Lovely Flat Of 1760 Sq Ft Is Available For Sale At Panchlaish Residential Area,3,3,10,Vacant,1760,Chattogram,"93,539","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",Flat
At 16 No. Chawk Bazaar Ward 1607 Sq Ft Splendid Flat For Sale,3,3,7,Vacant,1607,Chattogram,"86,858","Chawk Bazar, 16 No. Chawk Bazaar Ward",Flat
Get Comfortable In A Nice Flat For Sale In Chandgaon R/a Nearby Arabian International Madrasah,3,3,4,Vacant,1650,Chattogram,"60,633","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
A 1150 Sq. Ft Apartment Which Is Up For Sale At Sholokbahar Near Dutch Bangla Bank Ltd.,2,2,1,Vacant,1150,Chattogram,"38,752","Abdul Latif Road, Sholokbahar",Apartment
Residential Plot Is Available For Sale In North Patenga Nearby Patenga Sea Beach,,,,Vacant,2520,Chattogram,"50,110","40 No. North Patenga Ward, Patenga",Plot
1360 Square Feet Flat For Sale In 7 No. West Sholoshohor Ward,3,3,6,Vacant,1360,Chattogram,"53,451","Mohammadpur, 7 No. West Sholoshohor Ward",Flat
An Adequate And Cozy 1500 Sq. Ft Flat Is Ready For Sale At 15 No. Bagmoniram Ward.,3,3,10,Vacant,1500,Chattogram,"66,814","Chatteshwari Road, 15 No. Bagmoniram Ward",Flat
Well-constructed 1400 Sq. Ft Flat Is Ready For Sale At Lake Valley R/A .,3,3,1,Vacant,1400,Chattogram,"61,469","Lake Valley R/A, 9 No. North Pahartali Ward",Flat
Great Location! Check Out This Flat For Sale In 16 No. Chawk Bazaar Ward Which Is 1324 Sq Ft,3,3,6,Vacant,1324,Chattogram,"76,836","Chawk Bazar, 16 No. Chawk Bazaar Ward",Flat
"At Panchlaish Residential Area, a Brand New 3350 Square Feet Apartment Up For Sale",,,,,,Chattogram,"200,441","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",Apartment
This Apartment Is Now Vacant For Sale In Momin Bagh R/A.,,,,,,Chattogram,"30,066","Ali Nagar, Bayazid",Apartment
"Apartment Is Ready For Sale At South Khulsi, Near Dutch Bangla Bank Ltd Fast Track",4,5,10,Vacant,2600,Chattogram,"90,198","Zakir Hossain Road, Khulshi",Apartment
"Close to Uttara Residential Area Jame Masjid, an apartment for sale is available in Double Mooring",3,3,7,Vacant,1175,Chattogram,"31,402","24 No. North Agrabad Ward, Double Mooring",Apartment
See This Comfortable 1000 Sq.Ft Flat Is Available For Sale In 6 No East Sholoshohor Ward. And This Is Just What You Are Looking For In A Home!,3,2,5,Vacant,1000,Chattogram,"26,725","6 No East Sholoshohor Ward, Bakalia",Flat
Plan to move in this 1400 SQ FT flat which is up for sale in 26 No. North Halishahar Ward,3,3,2,Vacant,1400,Chattogram,"53,451","26 No. North Halishahar Ward, Halishahar",Flat
Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,3,3,8,Vacant,1302,Chattogram,"39,146","Dewan Bazar, Bakalia",Flat
A Well-constructed 1770 Sq Ft Flat Is For Sale In 4 No Chandgaon Ward,3,3,2,Vacant,1770,Chattogram,"46,903","Chandgaon Residential Area, 4 No Chandgaon Ward",Flat
See This Shop Space For Sale Located In Halishahar Near To Bandartila Bus Stop,,,1,Vacant,190,Chattogram,"35,077","39 No. South Halishahar Ward, Halishahar",Commercial Property
"At Halishahar, 162 Sq Ft Well Fitted Shop Is Ready For Sale Near To Halishahar Thana",,,1,Vacant,162,Chattogram,"30,400","39 No. South Halishahar Ward, Halishahar",Commercial Property
Take This 1162 Sq Ft Flat For Sale In The Settlement Of Khulshi Green Housing Society,3,3,6,Vacant,1162,Chattogram,"46,582","Khulshi Green Housing Society, Khulshi",Flat
"In The Location Of Cosmopolitan R/A , 2 Bedroom Apartment Is Up For Sale",2,2,3,Vacant,1140,Chattogram,"45,701","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",Apartment
Get An Attractive Good Location Flat In Nasirabad,4,5,1,Vacant,2540,Chattogram,"195,163","Nasirabad, 15 No. Bagmoniram Ward",Flat
2000 Sq Ft Apartment For Sale In Khushi Nearby Port City University.,3,4,3,Vacant,2000,Chattogram,"86,858","Zakir Hossain Road, Khulshi",Apartment
Well Developed Apartment Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,3,3,8,Vacant,1253,Chattogram,"37,673","Dewan Bazar, Bakalia",Apartment
Buy This 2500 Sq Ft Flat In 15 No. Bagmoniram Ward,4,5,2,Vacant,2500,Chattogram,"167,034","Nasirabad, 15 No. Bagmoniram Ward",Flat
Bring Your Family To Live A Standard Life In This 1162 Sq Ft Apartment To Sale In Khulshi Green Housing Society,3,3,6,Vacant,1162,Chattogram,"46,582","Khulshi Green Housing Society, Khulshi",Apartment
"1650 SQ FT flat is now for sale in Khulshi, Khulshi Green Housing Society",3,3,8,Vacant,1650,Chattogram,"64,642","Yakub Future Park Housing, Khulshi",Flat
"Buy This 2000 Sq Ft Apartment In 26 No. North Halishahar Ward, Halishahar Housing Estate",3,3,5,Vacant,2000,Chattogram,"73,495","26 No. North Halishahar Ward, Halishahar",Apartment
"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale",3,3,7,Vacant,1300,Chattogram,"33,006","26 No. North Halishahar Ward, Halishahar",Apartment
Buy This Splendid 1700 Sq Ft Flat At Bayazid,3,3,8,Vacant,1700,Chattogram,"46,770","Sangbadik Co-operative Housing Society, Bayazid",Flat
Check This Beautiful 1302 Sq Ft Residence Is Up For Sale At Dewan Bazar,3,3,4,Vacant,1302,Chattogram,"39,146","Dewan Bazar, Bakalia",Not Specified
Obtain This Well Fitted Flat Of 1510 Sq Ft Which Is Up For Sale In Shantibag R/a,3,3,8,Vacant,1510,Chattogram,"46,770","24 No. North Agrabad Ward, Double Mooring",Flat
A 3 Bedroom And 1550 Sq Ft Properly Developed Flat For Sale In South Agrabad Near To Bangladesh Bank Colony High School,3,3,6,Vacant,1550,Chattogram,"62,137","South Agrabad, Double Mooring",Flat
"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale In Cosmopolitan R/A",2,2,3,Vacant,1120,Chattogram,"44,899","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",Apartment
There Is 3 Bedroom Apartment Up For Sale In The Location Of Bayazid Nearby Paharika Abashik Jam-E-Masjid.,3,3,6,Vacant,1700,Chattogram,"46,770","Sangbadik Co-operative Housing Society, Bayazid",Apartment
A 1565 Square Feet Residential Apartment For Sale Very Near To Baitul Jannat Jame Masjid In Kadamtali,3,3,2,Vacant,1565,Chattogram,"50,110","23 No. North Pathantooly Ward, Double Mooring",Apartment
A 1275 Sq. Ft Apartment Which Is Up For Sale At Bakalia Near To Kalamia Bazar,3,3,2,Vacant,1275,Chattogram,"32,371","18 No. East Bakalia Ward, Bakalia",Apartment
Buy This Amazing 1150 Sq Ft Apartment In The Area Of 6 No East Sholoshohor Ward,3,3,2,Vacant,1150,Chattogram,"34,743","6 No East Sholoshohor Ward, Bakalia",Apartment
Offering You A Nice Flat For Sale In Nasirabad Housing Society Near Southpoint School And College,,,,,,Chattogram,"118,367","Nasirabad Housing Society, Muradpur",Flat
3600 Sq.Ft. Commercial Plot Is For Sale In Sholokbahar,,,,,,Chattogram,"183,738","Al-Madani Road, Sholokbahar",Commercial Property
"Situated In South Khulshi, Near Bazar, An Apartment Is Up For Sale",,,,,,Chattogram,"60,132","South Khulshi, Khulshi",Apartment
1500 SQ Ft apartment for sale is all set for you to settle in Chawk Bazaar Ward close to People&#039;s Hospital Limited,,,,,,Chattogram,"65,477","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",Apartment
Are You In Hurry? No Worries! You Can Buy This 1390 Sq Ft Flat For Sale In Katalgonj,3,3,3,Vacant,1390,Chattogram,"73,495","Katalgonj, Panchlaish",Flat
A Shop Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,Vacant,120,Chattogram,"20,498","CDA Avenue, Sholokbahar",Commercial Property
Well Designed 1300 Sq Ft Flat For Sale At South Khulshi,3,3,6,Vacant,1300,Chattogram,"64,809","South Khulshi, Khulshi",Flat
"A Rightly Planned 7,560 Sq Ft Full Building Is Found For Sale In Khulshi",7,8,,Vacant,7560,Chattogram,"400,882","South Khulshi, Khulshi",Not Specified
1690 Sq Ft Beautiful Apartment Is Ready For Sale At 24 No. North Agrabad Ward,3,3,8,Vacant,1690,Chattogram,"56,123","24 No. North Agrabad Ward, Double Mooring",Apartment
"Buy This 1162 Sq Ft Flat With 3 Bedrooms, In The Area Of Khulshi",3,3,7,Vacant,1162,Chattogram,"46,582","Khulshi Green Housing Society, Khulshi",Flat
600 Sq Ft Ready Commercial Space Is Available For Sale In O.r. Nizam Road Near Asian University For Women,,,,Vacant,600,Chattogram,"206,454",15 No. Bagmoniram Ward,Commercial Property
At Kattali A Suitable Flat Is Up For Sale Which Is 1850 Sq Ft Close To Alamin Hospital,4,3,5,Vacant,1850,Chattogram,"56,792","Proshanti R/A, 10 No. North Kattali Ward",Flat
"Buy This 7.5 Katha Residential Plot In Double Mooring, South Agrabad",,,,Vacant,5400,Chattogram,"400,882","South Agrabad, Double Mooring",Plot
"Comfortable and well designed flat of 1563 SQ FT in 4 No Chandgaon Ward for sale, near Chattagram International Dental College &amp; Hospital",,,,,,Chattogram,"40,088","Chand Mia Road, 4 No Chandgaon Ward",Flat
Plot for sale in Pahartali near Pahartali Eye Hospital,,,,,,Chattogram,"153,671","West Khulshi, 9 No. North Pahartali Ward",Plot
Next To Jongi Shah Mosque At Chawk Bazaar This 1592 Square Feet Residential Apartment For Sale.,3,4,8,Vacant,1592,Chattogram,"57,192","Munshi Pukur Par, 16 No. Chawk Bazaar Ward",Apartment
Grab This Lovely Flat Of 1300 Sq Ft Is Up For Sale In Bayazid Before It&#039;s Sold Out,3,3,1,Vacant,1300,Chattogram,"37,416","Shershah Colony, Bayazid",Flat
Impressive Apartment Of 1360 Sq Ft Is Up For Sale In Double Mooring,3,3,5,Vacant,1360,Chattogram,"52,703","24 No. North Agrabad Ward, Double Mooring",Apartment
34 Katha Residential Plot For Sale At 9 No. North Pahartali Ward,,,,Vacant,24480,Chattogram,"3,180,330","Foys Lake, 9 No. North Pahartali Ward",Plot
1060 Sq Ft Beautiful Apartment Is Ready For Sale In South Khulshi,2,2,4,Vacant,1060,Chattogram,"36,748","South Khulshi, Khulshi",Apartment
"Grab This Admirable 2600 Sq Ft Flat In North Khulshi, To Fulfill Your Desire.",3,3,8,Vacant,2600,Chattogram,"167,034","North Khulshi, Khulshi",Flat
A Convenient 1450 Sq Ft Residential Flat Is Prepared To Be Sale At North Forida Para,3,3,6,Vacant,1450,Chattogram,"50,110","North Forida Para, 4 No Chandgaon Ward",Flat
Modern Home For Residents | 1305 Sq Ft Flat In South Khulsi For Sale,3,3,3,Vacant,1305,Chattogram,"73,495","South Khulshi, Khulshi",Flat
Lovely Apartment Of 2200 Sq Ft Is Up For Sale In Halishahar Housing Estate,3,3,8,Vacant,2200,Chattogram,"80,845","26 No. North Halishahar Ward, Halishahar",Apartment
"In Halishahar Housing Estate , Make This 1400 Sq Ft Flat Your Next Residing Location Which Is Up For Sale.",3,3,8,Vacant,1400,Chattogram,"53,451","26 No. North Halishahar Ward, Halishahar",Flat
150 Sq Ft Pleasant Shop For Sale In 9 No. North Pahartali Ward,,,4,Vacant,150,Chattogram,"20,044","Dhaka Trunk Road, 9 No. North Pahartali Ward",Commercial Property
3 Katha Residential Plot With Building Is Available For Sale In 24 No. North Agrabad Ward,2,2,,Vacant,2160,Chattogram,"83,517","24 No. North Agrabad Ward, Double Mooring",Plot
"Make This 1100 Sq Ft Apartment Your Next Residing Location, Which Is Up To Sale In 19 No. South Bakalia Ward",3,3,2,Vacant,1100,Chattogram,"36,748","19 No. South Bakalia Ward, Bakalia",Apartment
Great News! This 1800 Sq Ft Home For Sale In Sangbadik Co-operative Housing Society Which Can Be Your Next Destination,3,3,1,Vacant,1800,Chattogram,"54,787","Sangbadik Co-operative Housing Society, Bayazid",Not Specified
